"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032680","regulation of tumor necrosis factor production","31/566","202/25730",0.153465346534653,6.97643704299759,12.7890848540999,1.73648080801804e-17,7.53001223113277e-15,4.40683933288406e-15,"83433/12978/233274/22177/74048/14131/14127/13051/19261/15979/66824/14129/12475/14130/16173/15170/12774/26888/73149/216869/12523/13057/18708/171285/12759/16175/19204/19264/22695/20302/21803",31
"GO:0046651","lymphocyte proliferation","39/566","336/25730",0.116071428571429,5.27653331650682,11.8338421410534,2.44994035397867e-17,9.1243580209283e-15,5.33990896425066e-15,"12978/12520/22177/74048/16792/11629/12493/66824/12721/14130/14999/16988/16414/16173/15170/17260/17096/16331/12524/321019/320484/17079/19354/171285/217303/16008/16175/105855/18173/94185/19264/16409/22324/18753/21803/20971/21940/17869/80859",39
"GO:0071706","tumor necrosis factor superfamily cytokine production","31/566","205/25730",0.151219512195122,6.87434284236835,12.6643579033443,2.67800864345904e-17,9.1243580209283e-15,5.33990896425066e-15,"83433/12978/233274/22177/74048/14131/14127/13051/19261/15979/66824/14129/12475/14130/16173/15170/12774/26888/73149/216869/12523/13057/18708/171285/12759/16175/19204/19264/22695/20302/21803",31
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","31/566","205/25730",0.151219512195122,6.87434284236835,12.6643579033443,2.67800864345904e-17,9.1243580209283e-15,5.33990896425066e-15,"83433/12978/233274/22177/74048/14131/14127/13051/19261/15979/66824/14129/12475/14130/16173/15170/12774/26888/73149/216869/12523/13057/18708/171285/12759/16175/19204/19264/22695/20302/21803",31
"GO:0010001","glial cell differentiation","37/566","305/25730",0.121311475409836,5.51474251288884,11.8954878063537,3.84093112288707e-17,1.22141609707809e-14,7.14817497396246e-15,"83433/12978/12259/12527/30948/15979/14824/20720/236539/18212/17096/24136/16971/64383/224109/29873/20203/12759/19283/171469/20732/14758/20677/27419/94185/14184/18858/16409/20682/70083/21803/12799/12273/67916/26395/15902/12988",37
"GO:1903706","regulation of hemopoiesis","45/566","457/25730",0.0984682713347921,4.47630498488375,11.2454646151203,4.81073355372889e-17,1.3661746377661e-14,7.99535504657551e-15,"83433/12978/12262/22177/74048/16658/20375/16768/74734/65963/14998/12193/22778/16173/15170/17260/17096/328572/16331/12986/12606/15163/18708/72828/20308/74039/20677/105855/66058/19264/14184/16409/22695/18750/215653/20302/15519/21803/14645/18129/21940/12394/17869/15902/80859",45
"GO:0032943","mononuclear cell proliferation","39/566","343/25730",0.113702623906706,5.16884896310872,11.6570151341547,4.98552145754621e-17,1.3661746377661e-14,7.99535504657551e-15,"12978/12520/22177/74048/16792/11629/12493/66824/12721/14130/14999/16988/16414/16173/15170/17260/17096/16331/12524/321019/320484/17079/19354/171285/217303/16008/16175/105855/18173/94185/19264/16409/22324/18753/21803/20971/21940/17869/80859",39
"GO:0007159","leukocyte cell-cell adhesion","44/566","438/25730",0.100456621004566,4.56669409619698,11.2912276191574,5.15537599157018e-17,1.3661746377661e-14,7.99535504657551e-15,"20345/12520/74048/16792/11629/13051/19261/12493/69769/66824/16768/12721/74734/14998/94212/14999/22778/16414/16173/15170/108101/328572/12524/320484/19354/171285/217303/16008/20677/16175/19204/105855/94185/19264/16409/22324/15519/21803/22350/20971/21940/12394/80859/12988",44
"GO:1902105","regulation of leukocyte differentiation","40/566","369/25730",0.10840108401084,4.92784433144685,11.3976179260676,1.04074504497785e-16,2.61281782344439e-14,1.5291168195464e-14,"83433/12978/12262/22177/74048/16658/20375/16768/74734/65963/14998/12193/22778/16173/15170/17096/328572/16331/15163/18708/72828/20308/74039/20677/105855/66058/19264/14184/16409/18750/215653/20302/15519/21803/18129/21940/12394/17869/15902/80859",40
"GO:0006909","phagocytosis","33/566","252/25730",0.130952380952381,5.9530119468282,11.8499579732154,2.05012636145515e-16,4.65671559244812e-14,2.72528075718248e-14,"83433/104759/22177/14131/11629/14127/15900/19261/668218/66824/233571/12721/14129/66205/14130/17289/16414/17970/16971/13057/15162/217303/105855/18173/19264/140580/16409/22324/21803/12752/216190/19376/12988",33
"GO:0097529","myeloid leukocyte migration","33/566","252/25730",0.130952380952381,5.9530119468282,11.8499579732154,2.05012636145515e-16,4.65671559244812e-14,2.72528075718248e-14,"83433/12978/19141/12520/14131/11629/14127/12527/13051/19261/70839/20375/16414/17096/12986/18708/19354/217303/12267/19277/27226/16175/17916/105855/16409/18750/20302/22324/14747/75458/277360/12273/16172",33
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","37/566","332/25730",0.11144578313253,5.06625441696113,11.1839099422575,6.19637411809574e-16,1.34348657015076e-13,7.86257615367938e-14,"83433/12520/233274/22177/16792/14131/14127/12508/14129/12475/14130/17060/15170/17260/17096/56743/13057/18708/217303/12267/74039/105855/107321/27419/94185/19264/16409/16822/22324/14747/22350/110006/12273/216190/68119/80859/12988",37
"GO:0050727","regulation of inflammatory response","42/566","430/25730",0.0976744186046512,4.44021694469554,10.7892095630393,7.37416324995916e-16,1.52933733488283e-13,8.95024299262778e-14,"83433/12978/12520/233274/13040/14131/14127/13051/19261/69769/14824/66824/11690/76192/14129/231871/12489/16154/14130/16173/15170/12774/11542/17096/12606/13032/74211/16170/17969/106512/170743/18858/22695/18750/20302/64297/18753/21803/56312/16172/80859/23945",42
"GO:0002697","regulation of immune effector process","45/566","494/25730",0.0910931174089069,4.14103517832363,10.5719681547446,8.9769097277281e-16,1.78416080838596e-13,1.04415634201469e-13,"83433/12520/22177/74048/16792/14131/14127/13051/12493/20375/14824/66824/16768/14129/14130/14999/16414/16173/15170/11542/17096/16783/328572/216869/27056/16331/12524/12523/19354/171285/54725/12759/217303/17969/19204/105855/170743/19264/16409/22324/64297/21803/216190/21940/80859",45
"GO:0050866","negative regulation of cell activation","31/566","234/25730",0.132478632478632,6.02239437045091,11.5747746869765,1.22067081642521e-15,2.32903991773929e-13,1.36303958111985e-13,"83433/233274/22177/74048/16792/12527/12493/69769/14824/20720/16768/14130/94212/17289/16988/67742/15170/17096/16331/12524/12523/171285/72828/217303/94185/18753/21803/20971/12394/15902/12988",31
"GO:0002573","myeloid leukocyte differentiation","34/566","288/25730",0.118055555555556,5.36673046721633,11.1765261052409,1.70891631323486e-15,3.13520415928089e-13,1.83483646263112e-13,"83433/12978/12262/12520/22177/22041/14127/16658/20375/22778/17260/17096/16331/321019/12606/15163/224109/18708/72828/20308/27419/14184/16409/18750/215653/20302/17684/27060/21803/216820/18129/12394/17869/15902",34
"GO:0021782","glial cell development","25/566","150/25730",0.166666666666667,7.57656065959953,12.1150167942563,3.25210677874078e-15,5.74538864244204e-13,3.36241215486181e-13,"83433/12978/12259/12527/15979/14824/236539/18212/17096/24136/16971/64383/224109/29873/12759/14758/20677/27419/14184/18858/16409/21803/12273/26395/15902",25
"GO:0060326","cell chemotaxis","36/566","333/25730",0.108108108108108,4.91452583325375,10.7830073578894,4.0179906264012e-15,6.84493403140489e-13,4.00590644406615e-13,"12978/19141/14131/11629/14127/13051/668218/20375/12721/16414/12774/17096/216869/321019/12986/19354/20308/12267/19277/16170/57266/27226/106512/105855/16409/98365/18750/20302/22324/18753/14747/75458/277360/12273/20305/16172",36
"GO:0032635","interleukin-6 production","26/566","173/25730",0.15028901734104,6.83204313813599,11.5429994134687,1.18308667493632e-14,1.88110781314874e-12,1.10089328488811e-12,"83433/22177/16792/11629/14127/54445/19261/66824/18987/15170/12774/216869/16331/12523/13057/171285/16170/16175/19204/16194/105855/170743/11829/21803/16172/12988",26
"GO:0032675","regulation of interleukin-6 production","26/566","173/25730",0.15028901734104,6.83204313813599,11.5429994134687,1.18308667493632e-14,1.88110781314874e-12,1.10089328488811e-12,"83433/22177/16792/11629/14127/54445/19261/66824/18987/15170/12774/216869/16331/12523/13057/171285/16170/16175/19204/16194/105855/170743/11829/21803/16172/12988",26
"GO:0030595","leukocyte chemotaxis","30/566","238/25730",0.126050420168067,5.73017192742821,10.9949505577575,1.37788049207084e-14,2.12015804747675e-12,1.240794249566e-12,"12978/19141/14131/11629/14127/13051/20375/12721/16414/17096/321019/12986/19354/12267/19277/16170/57266/27226/106512/105855/16409/98365/18750/20302/22324/14747/75458/277360/12273/16172",30
"GO:1903037","regulation of leukocyte cell-cell adhesion","38/566","396/25730",0.095959595959596,4.36226219795124,10.1124670261938,3.23641597789565e-14,4.82428256705071e-12,2.82334709650634e-12,"12520/74048/16792/11629/19261/12493/69769/66824/16768/12721/74734/14998/94212/14999/22778/16414/16173/15170/328572/12524/320484/171285/217303/16008/20677/16175/19204/105855/94185/19264/22324/15519/21803/20971/21940/12394/80859/12988",38
"GO:0030098","lymphocyte differentiation","42/566","486/25730",0.0864197530864197,3.92858700868124,9.77523059777585,5.16404024736483e-14,7.4643854484637e-12,4.36843213269905e-12,"19156/74048/16792/14127/16658/15900/20375/16768/18987/74734/102545/14998/13039/17289/12193/22778/16173/15170/328572/16331/321019/18708/74039/20677/16175/16194/105855/210293/19264/11740/22324/27060/15519/13653/21803/277360/18129/21940/12394/15902/80859/16848",42
"GO:0002275","myeloid cell activation involved in immune response","21/566","113/25730",0.185840707964602,8.44820038150036,11.900255080184,5.7448224960598e-14,8.05964803123683e-12,4.71680162834383e-12,"83433/22177/14127/13051/20375/14824/66824/16414/15170/11542/17096/12523/56743/19354/171285/217303/19204/17916/16409/20302/19215",21
"GO:0050867","positive regulation of cell activation","38/566","406/25730",0.0935960591133005,4.25481731622831,9.91410040808571,7.1344887586227e-14,9.72328896532293e-12,5.69042531965937e-12,"83433/12978/12520/22177/74048/11629/19261/20375/66824/12721/74734/14998/14999/22778/16173/17260/328572/16331/12524/321019/320484/12606/171285/13032/16008/16170/20677/16175/105855/19264/22324/15519/21803/56193/21940/12394/80859/20111",38
"GO:0050670","regulation of lymphocyte proliferation","30/566","257/25730",0.116731517509728,5.30654053979734,10.4060254689908,1.08391665040826e-13,1.43618956179095e-11,8.40510806106056e-12,"12978/12520/22177/74048/16792/11629/12493/66824/12721/14130/14999/16988/16173/15170/17260/17096/16331/12524/321019/320484/19354/171285/217303/16008/16175/105855/94185/19264/21803/20971",30
"GO:0050729","positive regulation of inflammatory response","25/566","176/25730",0.142045454545455,6.45729601670415,10.8951755203686,1.44434923604757e-13,1.86203942052619e-11,1.08973376216164e-11,"83433/12978/12520/13040/14131/14127/14824/66824/11690/14129/16173/12774/11542/12606/13032/16170/106512/170743/18750/20302/64297/21803/56312/16172/80859",25
"GO:0002478","antigen processing and presentation of exogenous peptide antigen","13/566","34/25730",0.382352941176471,17.3815215131989,14.3347711526136,1.49844141932161e-13,1.88093830793791e-11,1.10079408422186e-11,"19141/13040/14131/14127/54445/14129/14998/14130/17476/14999/26888/73149/65972",13
"GO:0032944","regulation of mononuclear cell proliferation","30/566","262/25730",0.114503816793893,5.20527068216762,10.2607005035887,1.80646138497483e-13,2.20944123239229e-11,1.29304604398198e-11,"12978/12520/22177/74048/16792/11629/12493/66824/12721/14130/14999/16988/16173/15170/17260/17096/16331/12524/321019/320484/19354/171285/217303/16008/16175/105855/94185/19264/21803/20971",30
"GO:0050863","regulation of T cell activation","37/566","400/25730",0.0925,4.20499116607774,9.68877941475335,2.20252257046609e-13,2.62650816528082e-11,1.53712890970423e-11,"12520/74048/16792/11629/19261/12493/69769/66824/16768/12721/74734/14998/94212/14999/22778/16173/15170/328572/12524/320484/19354/171285/217303/16008/20677/16175/105855/94185/19264/22324/15519/21803/20971/21940/12394/80859/12988",37
"GO:0002696","positive regulation of leukocyte activation","36/566","381/25730",0.094488188976378,4.29537297237139,9.71888578511822,2.48280089080877e-13,2.8885268900385e-11,1.69047187738764e-11,"83433/12978/12520/22177/74048/11629/19261/20375/66824/12721/74734/14998/14999/22778/16173/17260/328572/16331/12524/321019/320484/12606/171285/13032/16008/16170/20677/16175/105855/19264/22324/15519/21803/21940/12394/80859",36
"GO:0061900","glial cell activation","16/566","62/25730",0.258064516129032,11.7314487632509,12.6878494456596,2.61759481413022e-13,2.97283982461932e-11,1.73981489901587e-11,"83433/12978/12259/22177/11629/13051/15979/14824/24136/16971/13032/12759/27419/16409/15980/12273",16
"GO:0032760","positive regulation of tumor necrosis factor production","21/566","122/25730",0.172131147540984,7.82497248450443,11.332424136479,2.79182877192047e-13,3.09698214931643e-11,1.81246754054665e-11,"12978/22177/14131/14127/15979/66824/14129/12475/14130/16173/12774/12523/13057/18708/171285/12759/16175/19204/19264/20302/21803",21
"GO:0070663","regulation of leukocyte proliferation","31/566","286/25730",0.108391608391608,4.92741357582347,10.0167489906655,3.14175893081526e-13,3.40595229545199e-11,1.99328820203877e-11,"12978/12520/22177/74048/16792/11629/12493/66824/12721/14130/14999/16988/16173/15170/17260/17096/16331/12524/321019/320484/19354/171285/217303/16008/16175/105855/94185/19264/21803/20971/12982",31
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","21/566","124/25730",0.169354838709677,7.69876325088339,11.2141001917477,3.89080632302879e-13,4.05834020118031e-11,2.37508953183939e-11,"12978/22177/14131/14127/15979/66824/14129/12475/14130/16173/12774/12523/13057/18708/171285/12759/16175/19204/19264/20302/21803",21
"GO:0045637","regulation of myeloid cell differentiation","28/566","234/25730",0.11965811965812,5.43958201202017,10.2316062226858,3.91370333866445e-13,4.05834020118031e-11,2.37508953183939e-11,"83433/12978/12262/22177/16658/20375/22778/17260/17096/16331/12986/15163/18708/72828/20308/105855/14184/16409/22695/18750/215653/20302/21803/14645/18129/12394/17869/15902",28
"GO:0002687","positive regulation of leukocyte migration","24/566","171/25730",0.140350877192982,6.38026160808381,10.5866693765367,5.82136469505247e-13,5.90806587136176e-11,3.45761683567282e-11,"83433/12978/19141/11629/13051/70839/20375/66824/12721/11542/18708/19354/12267/57266/27226/16175/19204/17916/106512/105855/20302/21803/14747/12273",24
"GO:0048002","antigen processing and presentation of peptide antigen","18/566","88/25730",0.204545454545455,9.29850626405397,11.6948631753188,6.46671009327929e-13,6.4262931551963e-11,3.76090244898612e-11,"83433/19141/13040/14131/14127/54445/66824/14129/14998/13039/14130/17476/14999/26888/73149/18173/65972/14827",18
"GO:0002429","immune response-activating cell surface receptor signaling pathway","32/566","314/25730",0.101910828025478,4.63280142243029,9.71365585711881,7.0658845068312e-13,6.87842226481323e-11,4.02550498649116e-11,"83433/12520/22177/16792/14127/12508/12475/17060/15170/17260/17096/56743/13057/18708/217303/12267/74039/105855/107321/27419/94185/19264/16409/16822/14747/22350/110006/12273/216190/68119/80859/12988",32
"GO:0030100","regulation of endocytosis","34/566","365/25730",0.0931506849315069,4.23457088920083,9.33416563852603,1.73891803554719e-12,1.65892780591202e-10,9.70865395846555e-11,"83433/22041/14131/14127/19261/30948/12512/66824/14129/21912/12475/14130/17289/140780/16971/216869/64383/13057/15162/19063/12759/217303/12314/105855/18173/19264/21803/12752/19246/233489/94190/216190/13631/12988",34
"GO:0002685","regulation of leukocyte migration","28/566","249/25730",0.112449799196787,5.11189634864547,9.77830161317879,1.82239066396637e-12,1.70447126806266e-10,9.97519100276329e-11,"83433/12978/19141/12520/11629/12527/13051/70839/20375/66824/12721/11542/17096/18708/19354/217303/12267/57266/27226/16175/19204/17916/106512/105855/20302/21803/14747/12273",28
"GO:0002761","regulation of myeloid leukocyte differentiation","22/566","149/25730",0.147651006711409,6.71212085279958,10.4872493353715,1.90656840558554e-12,1.74890986435443e-10,1.02352619668277e-10,"83433/12978/12262/22177/16658/22778/17096/16331/15163/18708/72828/20308/14184/16409/18750/215653/20302/21803/18129/12394/17869/15902",22
"GO:0002695","negative regulation of leukocyte activation","26/566","215/25730",0.12093023255814,5.49741145533733,9.93147825829542,2.13402664589796e-12,1.92062398130816e-10,1.12401959581358e-10,"233274/22177/74048/16792/12493/69769/14824/16768/14130/94212/17289/16988/67742/15170/17096/16331/12524/12523/171285/217303/94185/21803/20971/12394/15902/12988",26
"GO:0002699","positive regulation of immune effector process","32/566","328/25730",0.0975609756097561,4.43505989830216,9.39003284207545,2.30372196594361e-12,2.02497034916088e-10,1.18508691735069e-10,"83433/12520/22177/16792/14131/14127/12493/20375/66824/16768/14129/14999/16414/16173/15170/11542/16783/328572/27056/12524/54725/217303/19204/170743/19264/16409/22324/64297/21803/216190/21940/80859",32
"GO:0030183","B cell differentiation","23/566","166/25730",0.13855421686747,6.29858657243816,10.2713967517757,2.33487147177879e-12,2.02497034916088e-10,1.18508691735069e-10,"16792/15900/20375/18987/102545/12193/22778/15170/328572/16331/321019/18708/74039/105855/210293/19264/11740/27060/18129/21940/15902/80859/16848",23
"GO:0019884","antigen processing and presentation of exogenous antigen","13/566","41/25730",0.317073170731707,14.413944669482,12.891536139168,2.47113878226173e-12,2.10488071274793e-10,1.23185339296205e-10,"19141/13040/14131/14127/54445/14129/14998/14130/17476/14999/26888/73149/65972",13
"GO:0001774","microglial cell activation","14/566","52/25730",0.269230769230769,12.2390595270454,12.1669262846481,4.35027005195434e-12,3.64048914874074e-10,2.13054777059703e-10,"83433/12978/12259/22177/11629/13051/15979/14824/13032/12759/27419/16409/15980/12273",14
"GO:1902107","positive regulation of leukocyte differentiation","26/566","223/25730",0.116591928251121,5.30019490088577,9.67254393651601,4.96836034371435e-12,4.01679302364703e-10,2.35077459973782e-10,"83433/12978/22177/74048/20375/74734/14998/22778/16173/328572/16331/15163/20308/20677/105855/19264/16409/18750/20302/15519/21803/18129/21940/12394/15902/80859",26
"GO:1903708","positive regulation of hemopoiesis","26/566","223/25730",0.116591928251121,5.30019490088577,9.67254393651601,4.96836034371435e-12,4.01679302364703e-10,2.35077459973782e-10,"83433/12978/22177/74048/20375/74734/14998/22778/16173/328572/16331/15163/20308/20677/105855/19264/16409/18750/20302/15519/21803/18129/21940/12394/15902/80859",26
"GO:0022409","positive regulation of cell-cell adhesion","32/566","338/25730",0.0946745562130177,4.30384510841157,9.16979031271414,5.1493677420255e-12,4.09374735491028e-10,2.39581109681608e-10,"12520/74048/11629/19261/66824/12721/74734/14998/14999/22778/16414/16173/12774/328572/12524/320484/171285/16008/20677/16175/19204/16194/105855/19264/22324/17684/15519/21803/21940/12394/67916/80859",32
"GO:0071674","mononuclear cell migration","26/566","224/25730",0.116071428571429,5.27653331650682,9.64105414892011,5.50696443044666e-12,4.30626562839846e-10,2.52018458490846e-10,"83433/12978/19141/12520/11629/12527/13051/19261/70839/20375/66824/12721/17096/321019/54725/12267/19277/57266/27226/98365/65256/20302/21803/14747/75458/12273",26
"GO:0150076","neuroinflammatory response","18/566","100/25730",0.18,8.18268551236749,10.793005027827,6.42184981024746e-12,4.9406812249807e-10,2.89146786023366e-10,"83433/12978/12259/22177/11629/13051/15979/14824/17096/24136/16971/13032/12759/27419/16409/15980/12273/56312",18
"GO:0002444","myeloid leukocyte mediated immunity","20/566","128/25730",0.15625,7.10302561837456,10.3810925284582,6.66014809484601e-12,5.04268355752626e-10,2.95116336633778e-10,"22177/14131/14127/13051/20375/14129/14130/16414/11542/17096/12523/56743/19354/217303/17969/19204/17916/16409/20302/19215",20
"GO:0007040","lysosome organization","19/566","114/25730",0.166666666666667,7.57656065959953,10.5542026663755,6.91724968778185e-12,5.07619707857222e-10,2.97077670801578e-10,"15212/16792/14824/15211/12721/16783/433375/16784/70495/19063/27419/192232/11432/12752/110006/26570/26889/216805/19376",19
"GO:0080171","lytic vacuole organization","19/566","114/25730",0.166666666666667,7.57656065959953,10.5542026663755,6.91724968778185e-12,5.07619707857222e-10,2.97077670801578e-10,"15212/16792/14824/15211/12721/16783/433375/16784/70495/19063/27419/192232/11432/12752/110006/26570/26889/216805/19376",19
"GO:0051251","positive regulation of lymphocyte activation","32/566","343/25730",0.0932944606413994,4.2411068415251,9.06284488534134,7.60914144661648e-12,5.4513858506309e-10,3.19035093807197e-10,"12978/12520/22177/74048/11629/19261/20375/66824/12721/74734/14998/14999/22778/16173/17260/328572/16331/12524/321019/320484/171285/16008/20677/16175/105855/19264/22324/15519/21803/21940/12394/80859",32
"GO:0048708","astrocyte differentiation","18/566","101/25730",0.178217821782178,8.10166882412623,10.7246987735635,7.65708285099099e-12,5.4513858506309e-10,3.19035093807197e-10,"83433/12978/12259/30948/15979/14824/20720/24136/16971/20203/171469/27419/14184/20682/12273/67916/26395/15902",18
"GO:0002269","leukocyte activation involved in inflammatory response","14/566","56/25730",0.25,11.3648409893993,11.6450060823858,1.31675688153857e-11,9.19172250000382e-10,5.37933312810551e-10,"83433/12978/12259/22177/11629/13051/15979/14824/13032/12759/27419/16409/15980/12273",14
"GO:0043299","leukocyte degranulation","17/566","91/25730",0.186813186813187,8.49240865141925,10.7379516091033,1.32962023584961e-11,9.19172250000382e-10,5.37933312810551e-10,"14127/20375/12721/16414/11542/17096/16783/12523/56743/19354/217303/19204/17916/105855/16409/20302/19215",17
"GO:0002532","production of molecular mediator involved in inflammatory response","19/566","119/25730",0.159663865546218,7.25821777474241,10.2622056905254,1.51547513713937e-11,1.0326880577364e-09,6.0436692687122e-10,"83433/104759/14127/19261/14824/66824/11690/15170/11542/17096/217303/17969/106512/22695/18750/229534/216190/18807/16172",19
"GO:0001818","negative regulation of cytokine production","31/566","333/25730",0.0930930930930931,4.23195280085739,8.90278218014187,1.71773913435846e-11,1.15403037618167e-09,6.75380902048722e-10,"83433/233274/22177/74048/16792/13051/19261/66824/16768/14130/17289/15170/26888/73149/216869/16331/12523/29811/171285/105855/18173/94185/19264/11829/22695/18750/21803/14747/22350/216190/12988",31
"GO:0070371","ERK1 and ERK2 cascade","32/566","354/25730",0.0903954802259887,4.109321035715,8.83457056663873,1.75030617978231e-11,1.15957784410578e-09,6.78627483740158e-10,"83433/12978/19261/66824/233571/17751/12193/15170/17096/16971/216869/321019/29811/171285/64384/18217/16175/19264/14184/18750/20682/20302/67603/21803/19246/22350/12273/18129/26395/17869/216805/12988",32
"GO:0032970","regulation of actin filament-based process","35/566","421/25730",0.0831353919239905,3.77928203923017,8.62315130958524,2.0715920456101e-11,1.35362932295345e-09,7.9219352630973e-10,"12978/21812/30948/66824/72042/12721/14086/30794/17260/24136/14026/16971/328572/12343/11555/56188/15163/18708/19354/15162/63986/14758/16175/18645/109676/17916/105855/237860/98660/18753/21803/277360/20971/56193/20430",35
"GO:0045807","positive regulation of endocytosis","24/566","203/25730",0.118226600985222,5.37450608365681,9.38441025521762,2.45287857623844e-11,1.58111227144018e-09,9.25324891064628e-10,"83433/22041/14131/14127/19261/30948/12512/66824/14129/12475/14130/17289/16971/216869/13057/19063/12759/105855/18173/19264/12752/233489/216190/13631",24
"GO:0051250","negative regulation of lymphocyte activation","23/566","186/25730",0.123655913978495,5.62131919905771,9.48653944534106,2.54073680978331e-11,1.61590861102219e-09,9.45688985199346e-10,"22177/74048/16792/12493/69769/16768/14130/94212/17289/16988/67742/15170/17096/16331/12524/171285/217303/94185/21803/20971/12394/15902/12988",23
"GO:0006898","receptor-mediated endocytosis","29/566","298/25730",0.0973154362416107,4.42389783479972,8.9159680339561,2.66462902809002e-11,1.67240532420913e-09,9.78752933863535e-10,"12520/233274/22041/14127/12527/12512/14129/21912/12475/51801/14130/16414/140780/16971/216869/64383/11555/19063/12759/217303/11727/14800/12757/16409/140570/12752/233489/22350/94190",29
